id,company_name,establishment_name,ein,street_address,city,state,zip_code,naics_code,industry_description,annual_average_employees,total_hours_worked,no_injuries_illnesses,total_deaths,total_dafw_cases,total_djtr_cases,total_other_cases,total_dafw_days,total_djtr_days,total_injuries,total_poisonings,total_respiratory_conditions,total_skin_disorders,total_hearing_loss,total_other_illnesses,establishment_id,establishment_type,size,year_filing_for,created_timestamp,change_reason
1952,"Kuehne Chemical Company, Inc.",Facility 1,,86 North Hackensack Avenue,South Kearny,NJ,7032,325180,Sodium hypochlorite manufacturing,76,182893.0,1,0,1,1,0,18,68,1,0,1,0,0,0,44572,1.0,2,2016,8/3/2017 9:31:00,"No data was changed, the edit summary button was clicked by mistake."
2017,"Kuehne Chemical Company, Inc.",Facility 2,,1645 River Road,New Castle,DE,19720,325180,Sodium hypochlorite manufacturing,47,114750.0,1,0,0,1,0,0,20,1,0,0,0,0,0,44642,1.0,2,2016,8/3/2017 9:39:00,
2589,Optima Chemical Group LLC,Optima Chemical Group LLC,,200 Willacoochee Highway,Douglas,GA,31535,325199,Organo-inorganic compound manufacturing,96,239979.0,2,0,0,0,0,0,0,0,0,0,0,0,0,45338,1.0,2,2016,8/3/2017 15:32:00,
2634,Afton Chemical Corporation,"Afton Chemical Corporation - Sauget, IL",,501 Monsanto Avenue,Sauget,IL,62201,325199,"Carbon organic compounds, not specified elsewhere by process, manufacturing",341,811366.0,1,0,1,3,1,6,161,4,0,0,1,0,0,45368,1.0,3,2016,8/3/2017 15:55:00,
2739,"Tedia Company, Inc.",Tedia Fairfield,,1000 Tedia Way,Fairfield,OH,45014,325199,"Methyl alcohol (i.e., methanol), synthetic, manufacturing",96,203720.0,1,0,2,1,1,16,16,4,0,0,0,0,0,45555,1.0,2,2016,8/4/2017 9:06:00,
2838,"United Suppliers, Inc.","United Suppliers, Inc. Henry",,1557 County Road 1400 N,Henry,IL,61537,325311,"Ammonia, anhydrous and aqueous, manufacturing",30,62265.0,1,0,0,1,0,0,8,1,0,0,0,0,0,45679,1.0,2,2016,8/4/2017 10:41:00,
2988,Vertellus DWG LLC,Vertellus DWG,,RT 611,Delaware Water GAp,PA,18327,325180,"Ammonium compounds, not specified elsewhere by process, manufacturing",24,50803.0,2,0,0,0,0,0,0,0,0,0,0,0,0,45821,1.0,2,2016,8/4/2017 13:29:00,
4070,"TENFOLD TECHNOLOGIES, LLC","270 - TENFOLD TECHNOLOGIES, LLC",,801 HWY 377 SOUTH,PILOT POINT,TX,76258,325311,Nitrogenous fertilizer materials manufacturing,24,40534.0,1,0,0,1,0,0,27,1,0,0,0,0,0,47037,1.0,2,2016,8/8/2017 15:08:00,
4384,Nalco Champion,Nalco Champion - Corsicana,,2733 East Highway 31,Corsicana,TX,75109,325199,Fatty acid esters and amines manufacturing,123,261543.0,2,0,0,0,0,0,0,0,0,0,0,0,0,47527,1.0,2,2016,8/9/2017 13:21:00,
4672,Corbion,Purac America Inc. dba Corbion,,650 Industrial Park Drive,Blair,NE,68008,325199,Lactic acid manufacturing,75,186479.0,2,0,0,0,0,0,0,0,0,0,0,0,0,47846,1.0,2,2016,8/10/2017 11:00:00,
4960,Lamberti S.p.A.,"Lamberti Synthesis USA, Inc.",,4001 North Hawthorne Street,Chattanooga,TN,37406,325199,"Carbon organic compounds, not specified elsewhere by process, manufacturing",29,60013.0,2,0,0,0,0,0,0,0,0,0,0,0,0,48234,1.0,2,2016,8/11/2017 10:47:00,
5597,"TETRA TECHNOLOGIES, INC.","TETRA Technologies, Inc. - El Dorado, AR",,369 Feed Mill Rd.,El Dorado,AR,71730,325180,"Calcium carbide, chloride, and hypochlorite manufacturing",41,94923.0,2,0,0,0,0,0,0,0,0,0,0,0,0,49023,1.0,2,2016,8/14/2017 17:13:00,
5630,Allnex USA Inc.,Allnex USA Inc. - Willow Island,,252 Heilman Ave.,Belmont,WV,26134,325199,"Carbon organic compounds, not specified elsewhere by process, manufacturing",37,80623.0,2,0,0,0,0,0,0,0,0,0,0,0,0,47992,1.0,2,2016,8/15/2017 8:28:00,
5724,Stepan,Stepan,,100 West Hunter Ave.,Maywood,NJ,7607,325199,"Natural nonfood coloring, manufacturing",71,157726.0,1,0,1,1,0,24,10,2,0,0,0,0,0,49190,1.0,2,2016,8/25/2017 9:37:00,
5879,Amfine Chemical Corporation,Hopkinsville KY Facility,,6805 John Rivers Rd.,Hopkinsville,KY,42240,325199,Organo-inorganic compound manufacturing,50,100754.0,1,0,0,1,0,0,5,1,0,0,0,0,0,49365,1.0,2,2016,8/25/2017 13:59:00,
6002,Cyanco,Cyanco Winnemucca,,5505 Cyanco Drive,Winnemucca,NV,89445,325180,Sodium cyanide manufacturing,41,97197.0,2,0,0,0,0,0,0,0,0,0,0,0,0,49479,1.0,2,2016,8/25/2017 17:05:00,
6223,SACHEM INC,SACHEM-Cleburne,,2311 Pipeline Road,Cleburne,TX,76033,325199,Organo-inorganic compound manufacturing,97,201759.0,2,0,0,0,0,0,0,0,0,0,0,0,0,49696,1.0,2,2016,8/28/2017 12:23:00,
6395,"Polymer Additives, Inc. dba Valtris Specialty Chemicals",Wayside,,1636 Wayside Rd,Cleveland,OH,44112,325199,Organo-inorganic compound manufacturing,42,87552.0,1,0,0,1,0,0,2,1,0,0,0,0,0,49939,1.0,2,2016,8/29/2017 6:30:00,
6396,"Polymer Addiitives,  Inc. dba Valtris Specialty Chemicals",Fort Worth,,510 E. Central Ave.,Fort Worth,TX,76164,325199,Organo-inorganic compound manufacturing,57,118262.0,1,0,1,0,2,1,0,1,0,0,0,1,1,49937,1.0,2,2016,8/29/2017 6:30:00,
6397,"Polymer Additives, Inc. dba Valtris Specialty Chemicals",Delaware River,,170 U.S. Route 130 South,Bridgeport,NJ,8014,325199,"Plasticizers (i.e., basic synthetic chemicals) manufacturing",57,132455.0,2,0,0,0,0,0,0,0,0,0,0,0,0,49936,1.0,2,2016,8/29/2017 6:30:00,
6398,"Polymer Additives, Inc. dba Valtris Specialty Chemicals",Walton Hills,,7050 Krick Rd.,Walton Hills,OH,44146,325199,Organo-inorganic compound manufacturing,50,99097.0,2,0,0,0,0,0,0,0,0,0,0,0,0,49938,1.0,2,2016,8/29/2017 6:30:00,
6697,"MONTEREY MUSHROOMS, INC.","SPAWN MATE, INC.",,2049 INDIANA AVE.,NEW ALBANY,IN,47150,325311,"Fertilizers, natural organic (except compost), manufacturing",14,29120.0,1,0,0,1,2,0,5,3,0,0,0,0,0,50267,1.0,1,2016,8/29/2017 14:53:00,
6701,Agrium U.S. Inc.,Agrium U.S. Inc. (Borger Nitrogen Operations),,9201 FM 1551,Borger,TX,79007,325311,"Ammonia, anhydrous and aqueous, manufacturing",99,237287.0,2,0,0,0,0,0,0,0,0,0,0,0,0,50258,1.0,2,2016,8/29/2017 14:56:00,
6972,"Tower Products, Inc.",Tower,,2703 Freemansburg Ave,Easton,PA,18045,325199,Organo-inorganic compound manufacturing,21,33994.0,2,0,0,0,0,0,0,0,0,0,0,0,0,50570,1.0,2,2016,8/30/2017 7:54:00,
7288,Evonik Industries,"Evonik Corporation, Wichita Kansas",,6601 S Ridge Rd,Haysville,KS,67060,325199,Organo-inorganic compound manufacturing,74,119938.0,2,0,0,0,0,0,0,0,0,0,0,0,0,50913,1.0,2,2016,8/30/2017 13:57:00,
7507,Trinity Manufacturing,"Trinity Manufacturing, Inc.",,11 E.V. Hogan Drive,Hamlet,NC,28345,325199,Chloropicrin manufacturing,102,218703.0,2,0,0,0,0,0,0,0,0,0,0,0,0,51176,1.0,2,2016,8/31/2017 9:46:00,
7520,Synalloy Corporation,Manufacturers Chemical,,4325 Old tasso Rd,Cleveland,TN,37312,325199,Organo-inorganic compound manufacturing,68,159120.0,1,0,0,0,1,0,0,1,0,0,0,0,0,51200,1.0,2,2016,8/31/2017 10:16:00,
7702,Novastar LP,Novastar,,2104 Mulberry LN,Midland,TX,79706,325199,Organo-inorganic compound manufacturing,36,71147.0,1,0,0,0,1,0,0,0,0,0,1,0,0,51433,1.0,2,2016,8/31/2017 14:37:00,
8026,"Elementis Specialties, LLC","Elementis Specialties, Jersey City Plant",,400 Claremont Ave,Jersey City,NJ,7304,325199,Organo-inorganic compound manufacturing,30,71783.0,2,0,0,0,0,0,0,0,0,0,0,0,0,51811,1.0,2,2016,9/5/2017 6:29:00,
8526,Huntsman Port Neches Operations,Huntsman PNO,,2701 Spur 136,Port Neches,TX,77651,325199,Oleic acid esters manufacturing,621,1440213.0,1,0,2,1,2,43,152,5,0,0,0,0,0,52461,1.0,3,2016,9/6/2017 15:36:00,
8685,"Eurecat US, Inc.",Eurecat - McAlester,,100 Steven Taylor Blvd,McAlester,OK,74501,325180,"Nickel compounds, not specified elsewhere by process, manufacturing",40,86124.0,1,0,1,0,0,2,0,1,0,0,0,0,0,52642,1.0,2,2016,9/7/2017 10:19:00,
9295,Methanex,Methanex Methanol,,"5850 Granite Parkway, Suite 400",Plano,TX,75024,325199,"Methyl alcohol (i.e., methanol), synthetic, manufacturing",32,63301.0,2,0,0,0,0,0,0,0,0,0,0,0,0,53350,1.0,2,2016,9/11/2017 9:44:00,
9326,Kanto Corporation,Kanto Corporation,,13424 N Woodrush Way,Portland,OR,97203,325180,Ammonium hydroxide manufacturing,61,118277.0,1,0,1,0,0,1,0,1,0,0,0,0,0,53381,1.0,2,2016,9/11/2017 11:46:00,
9428,,"Zodiac Enterprises, LLC",,1112 Industrial Blvd.,Caldwell,TX,77836,325180,Sodium aluminum sulfate manufacturing,23,45046.0,2,0,0,0,0,0,0,0,0,0,0,0,0,53527,1.0,2,2016,9/12/2017 7:42:00,
9497,LANXESS Solutions US Inc.,Perth Amboy,,1000 Convery Boulevard,Perth Amboy,NJ,8861,325199,Adipic acid esters or amines manufacturing,64,111539.0,1,0,0,0,1,0,0,1,0,0,0,0,0,53607,1.0,2,2016,9/12/2017 10:14:00,
9575,Lanxess Corporation,Lanxess GSO,,520 Broome R.d.,Greensboro,NC,27406,325199,"Carbon organic compounds, not specified elsewhere by process, manufacturing",40,97030.0,2,0,0,0,0,0,0,0,0,0,0,0,0,53700,1.0,2,2016,9/12/2017 12:14:00,Incorrect hours worked
9598,The Shepherd Chemical Company,The Shepherd Chemical Company,,4900 Beech Street,Norwood,OH,45212,325180,"Copper compounds, not specified elsewhere by process, manufacturing",153,326380.0,1,0,1,1,1,40,6,3,0,0,0,0,0,53719,1.0,2,2016,9/12/2017 12:57:00,
9902,ICL,ICL Americas HQ,,"622 Emerson Rd., Stuie 500",St Louis,MO,63141,325180,"Sodium inorganic compounds, not specified elsewhere by process, manufacturing",180,351360.0,2,0,0,0,0,0,0,0,0,0,0,0,0,54085,1.0,2,2016,9/13/2017 11:29:00,
9904,Nu-West Industries / Agrium,Conda Phosphate Operations,,3010 Conda Road,Soda Springs,ID,83276,325312,Phosphatic fertilizer materials manufacturing,265,531031.0,1,0,0,0,3,0,0,3,0,0,0,0,0,54086,1.0,3,2016,9/13/2017 11:39:00,
9907,ERCO Worldwide,ERCO Worldwide Valdosta,,5700 Hunt Road,Valdosta,GA,31606,325180,Sodium chlorate manufacturing,28,68664.0,1,0,0,0,1,0,0,1,0,0,0,0,0,54090,1.0,2,2016,9/13/2017 11:52:00,
10032,,Complex Chemical Co. Inc.,,177 Complex Chemical Road,Tallulah,LA,71282,325199,Organo-inorganic compound manufacturing,115,279885.0,1,0,2,0,1,52,0,3,0,0,0,0,0,54240,1.0,2,2016,9/13/2017 15:03:00,
10101,Elementis Specialties,Elementis Specialties Proctor WV,,17595 Energy Road,Proctor,WV,26055,325199,Naphthenic acid soaps manufacturing,28,58049.0,1,0,0,0,1,0,0,1,0,0,0,0,0,54359,1.0,2,2016,9/14/2017 7:23:00,
10163,"Inolex, Inc.","Inolex, Inc.",,2101 S. Swanson Street,Philadelphia,PA,19148,325199,"Esters, not specified elsewhere by process, manufacturing",104,251053.0,1,0,0,0,1,0,0,1,0,0,0,0,0,54384,1.0,2,2016,9/14/2017 10:18:00,
10404,Long Island Compost Corp.,Long Island Compost,,445 Horseblock Road,Yaphank,NY,11980,325314,Compost manufacturing,72,163333.0,1,0,0,1,1,0,242,2,0,0,0,0,0,54698,1.0,2,2016,9/14/2017 14:32:00,
10437,SPEX CertiPrep,203 Norcross & 15 Liberty,,203 Norcross Ave. & 15 Liberty St.,Metuchen,NJ,8840,325180,"Calcium inorganic compounds, not specified elsewhere by process, manufacturing",64,126774.0,2,0,0,0,0,0,0,0,0,0,0,0,0,45634,1.0,2,2016,9/14/2017 15:51:00,
10638,DanChem Technologies Inc.,DanChem Technologies Inc.,,1975 Old Richmond Road,Danville,VA,24540,325199,Organo-inorganic compound manufacturing,110,234154.0,1,0,2,1,2,2,26,3,0,0,2,0,0,54992,1.0,2,2016,9/15/2017 11:01:00,
11017,Dulany Industries,Dulany Industries - Wilbara,,4620 Highway 421 North,Wilmington,NC,28401,325180,Sulfuric acid manufacturing,23,49405.0,1,0,0,0,1,0,0,1,0,0,0,0,0,55406,1.0,2,2016,9/18/2017 10:41:00,
11984,"FAR Chemical, Inc.","FAR Research, Inc. (dba FAR Chemical, Inc.)",,"2210 Wilhelmina Court, NE",Palm Bay,FL,32905,325199,Methyl salicylate manufacturing,22,40632.0,2,0,0,0,0,0,0,0,0,0,0,0,0,56590,1.0,2,2016,9/21/2017 14:01:00,
12463,"PMC Biogenix, Inc.","PMC Biogenix, Inc.",,1231 Pope Street,Memphis,TN,38108,325199,"Acids, organic, not specified elsewhere by process, manufacturing",261,700695.0,1,0,4,3,3,318,235,10,0,0,0,0,0,57203,1.0,3,2016,9/25/2017 15:24:00,
12472,ISP Technologies Inc. (DBA Ashland Inc.),ISP Technologies Inc. (DBA Ashland Inc.) Texas City Plant,,4501 Attwater Avenue,Texas City,TX,77590,325199,"Carbon organic compounds, not specified elsewhere by process, manufacturing",171,380078.0,2,0,0,0,0,0,0,0,0,0,0,0,0,57220,1.0,2,2016,9/25/2017 16:44:00,
12669,ICL Performance Products,Rancho Cucamonga,,10667 Jersey Blvd,Rancho Cucamonga,CA,91730,325180,"Ammonium compounds, not specified elsewhere by process, manufacturing",34,70185.0,2,0,0,0,0,0,0,0,0,0,0,0,0,57434,1.0,2,2016,9/26/2017 12:23:00,
12757,"Kraton Chemical, LLC","Kraton Chemical, LLC - Dover",,875 Harger Street,Dover,OH,44622,325199,Organo-inorganic compound manufacturing,99,231701.0,2,0,0,0,0,0,0,0,0,0,0,0,0,57428,1.0,2,2016,9/26/2017 15:30:00,
13577,LANXESS Corporation,LANXESS Corporation Bushy Park,,1530 Bushy Park road,Goose Creek,SC,29445,325199,"Accelerators (i.e., basic synthetic chemical) manufacturing",56,123898.0,1,0,1,0,0,7,0,1,0,0,0,0,0,57700,1.0,2,2016,9/29/2017 14:05:00,
14184,Energy & Environmental Services,Energy & Environmental Services,,6701 Boucher Dr,edmond,OK,73034,325199,Palmitic acid esters and amines manufacturing,5,11764.0,1,0,1,0,0,2,0,1,0,0,0,0,0,59228,1.0,2,2016,10/3/2017 10:30:00,
14267,"Lake Erie Biofuels, LLC dba Hero BX",Hero BX,,1670 E Lake Rd,Erie,PA,16511,325199,Transesterification of vegetable oils to produce fuels or fuel additives,44,100000.0,1,0,1,0,2,137,0,3,0,0,0,0,0,59335,1.0,2,2016,10/3/2017 12:15:00,
14287,Solvay,Solvay USA Inc,,1020 State Street,Chicago Heights,IL,60411,325180,"Silica, amorphous, manufacturing",38,81688.0,2,0,0,0,0,0,0,0,0,0,0,0,0,59368,1.0,2,2016,10/3/2017 12:38:00,
14383,,SI Group Inc. - Newport,,380 Chemowood Drive,Newport,TN,37821,325199,"Plasticizers (i.e., basic synthetic chemicals) manufacturing",33,62640.0,2,0,0,0,0,0,0,0,0,0,0,0,0,59497,1.0,2,2016,10/3/2017 14:09:00,
14446,,INEOS NITRILES USA LLC,,1900 Fort Amanda Road,Lima,OH,45804,325199,Acrylonitrile manufacturing,127,291738.0,1,0,0,2,0,0,29,1,0,0,0,0,1,59542,1.0,2,2016,10/3/2017 14:50:00,
14834,"Lake Erie Biofuels, LLC dba Hero BX",Hero BX - Alabama,,12982 Cherokee Bend Drive,Moundville,AL,35474,325199,Transesterification of vegetable oils to produce fuels or fuel additives,38,85000.0,1,0,2,1,0,78,3,3,0,0,0,0,0,59348,1.0,2,2016,10/4/2017 14:18:00,
15113,"PMP Fermentation Products, Inc.","PMP Fermentation Products, Inc.",,900 NE Adams Street,Peoria,IL,61603,325199,Organo-inorganic compound manufacturing,50,94005.0,1,0,0,0,1,0,0,1,0,0,0,0,0,60342,1.0,2,2016,10/5/2017 11:24:00,
15259,Waters Corporation,Waters Taunton,,177 Robert Treat Paine Drive,Taunton,MA,2780,325180,"Silica, amorphous, manufacturing",91,168000.0,1,0,6,0,0,179,0,5,0,0,0,0,1,60507,1.0,2,2016,10/5/2017 13:58:00,
15842,Central Glass,SynQuest Laboratories Inc.,,13201 Rachael Blvd,Alachua,FL,32615,325199,Organo-inorganic compound manufacturing,39,80000.0,1,0,1,0,0,1,0,1,0,0,0,0,0,61179,1.0,2,2016,10/6/2017 12:48:00,
15957,Platform Specialty Products Corporation,Macdermid Enthone America LLC,,5030 Pioneer Creek Drive,Maple Plain,MN,55359,325199,"Natural nonfood coloring, manufacturing",36,94431.0,2,0,0,0,0,0,0,0,0,0,0,0,0,61454,1.0,2,2016,10/9/2017 6:59:00,
16875,Clairant Corp,West Plant,,1227 S 12th Street,Louisville,KY,40210,325180,Sodium antimoniate manufacturing,92,423417.0,1,0,1,2,5,17,131,8,0,0,0,0,0,62550,1.0,3,2016,10/11/2017 13:20:00,
16884,Clariant Corporation,South Plant,,4900 Crittenden Drive,Louisville,KY,40209,325180,Sodium aluminum sulfate manufacturing,92,181230.0,1,0,0,1,0,0,28,1,0,0,0,0,0,62552,1.0,2,2016,10/11/2017 13:32:00,
16887,Clariant Corporation,Hill Street,,1600 S. Hill Street,Louisville,KY,40219,325180,Sodium aluminate manufacturing,93,205836.0,1,0,0,1,0,0,7,1,0,0,0,0,0,62561,1.0,2,2016,10/11/2017 13:36:00,
16937,Hasa Inc.,Hasa Inc. - Pittsburg,,1251 Loveridge Road,Pittsburg,CA,94565,325180,Sodium hypochlorite manufacturing,57,163018.0,2,0,0,0,0,0,0,0,0,0,0,0,0,62640,1.0,2,2016,10/11/2017 19:23:00,
16938,Hasa Inc.,Hasa Inc. - Eloy,,735 N. Eleven Mile Corner Road,Eloy,AZ,85131,325180,Sodium hypochlorite manufacturing,32,89455.0,2,0,0,0,0,0,0,0,0,0,0,0,0,62641,1.0,2,2016,10/11/2017 19:29:00,
16939,Hasa Inc.,Hasa Inc. - Longview,,"3401 Industrial Way, Gate 10, Area 42",Longview,WA,98632,325180,Sodium hypochlorite manufacturing,43,105057.0,1,0,0,0,2,0,0,2,0,0,0,0,0,62642,1.0,2,2016,10/11/2017 19:44:00,
16941,Hasa Inc.,Hasa Inc. - Saugus,,23119 Drayton Street,Saugus,CA,91350,325180,Sodium hypochlorite manufacturing,106,306760.0,1,0,4,7,0,136,438,11,0,0,0,0,0,62644,1.0,2,2016,10/11/2017 20:02:00,
17392,Uyemura International Corporation,UIC Technical Center,,240 Town Line Road,Southington,CT,6489,325180,"Nickel compounds, not specified elsewhere by process, manufacturing",26,54080.0,1,0,0,1,0,0,6,1,0,0,0,0,0,63256,1.0,2,2016,10/13/2017 12:30:00,
17413,Vencorex,Vencorex Freeport Site,,6213 Highway 332 East,Freeport,TX,77541,325199,Organo-inorganic compound manufacturing,50,102870.0,2,0,0,0,0,0,0,0,0,0,0,0,0,63308,1.0,2,2016,10/13/2017 13:23:00,
17672,Veolia,Red Lion,,766 Govevernor Lea Rd.,New Castle,DE,19706,325180,Sulfuric acid manufacturing,23,24650.0,1,0,0,1,0,0,28,1,0,0,0,0,0,63593,1.0,2,2016,10/16/2017 12:18:00,"Due to the sale of the company, two logs were kept. One for the old company and one for the new company. I entered the data for the old company under the new companies name. This is the data for the new company during 2016."
17685,Chemours,Red Lion - Chemours,,766 Governor Lea Rd.,New Castle,DE,19706,325180,Sulfuric acid manufacturing,23,34510.0,1,0,0,1,0,0,110,1,0,0,0,0,0,63608,1.0,2,2016,10/16/2017 12:25:00,
17723,Chemours,Morses Mill - Chemours,,1400 Park Ave.,Linden,NJ,7036,325180,Sulfuric acid manufacturing,27,32130.0,2,0,0,0,0,0,0,0,0,0,0,0,0,63618,1.0,2,2016,10/16/2017 12:33:00,
17726,Veolia,Morses Mill - Veolia,,1400 Park Ave,Linden,NJ,7036,325180,Sulfuric acid manufacturing,27,22950.0,2,0,0,0,0,0,0,0,0,0,0,0,0,63656,1.0,2,2016,10/16/2017 12:37:00,
17728,EMD Performance Materials,EMD Performance Materials,,788 Chert Quarry Road,Martin,SC,29836,325180,"Silica, amorphous, manufacturing",33,70296.0,2,0,0,0,0,0,0,0,0,0,0,0,0,63659,1.0,2,2016,10/16/2017 12:39:00,
17861,Fritz Industries Inc,7121 Shelby Ave,,7121 Shelby Ave,Greenville,TX,75402,325199,Organo-inorganic compound manufacturing,35,69167.0,1,0,0,1,0,0,2,1,0,0,0,0,0,63822,1.0,2,2016,10/16/2017 16:34:00,
17863,Fritz Industries Inc,Fritz 500,,500 N Sam Houston Rd,Mesquite,TX,75149,325199,Organo-inorganic compound manufacturing,140,197045.0,1,0,0,1,0,0,46,1,0,0,0,0,0,63790,1.0,2,2016,10/16/2017 16:36:00,
17880,"Kemira Chemicals, Inc.","Kemira Chemicals, Inc. Columbus Plant",,6601 Canal Street,Columbus,GA,31907,325199,Organo-inorganic compound manufacturing,61,120818.0,1,0,0,1,0,0,14,1,0,0,0,0,0,63847,1.0,2,2016,10/17/2017 7:08:00,
17910,"Bedoukian Research, Inc.",Building 1,,27 Augusta Drive,Danbury,CT,6810,325199,"Perfume materials (i.e., basic synthetic chemicals, such as terpineol) manufacturing",40,76800.0,1,0,1,1,0,171,21,2,0,0,0,0,0,62779,1.0,2,2016,10/17/2017 8:58:00,
17911,"Bedoukian Research, Inc.",Building 2,,21 Finance Drive,Danbury,CT,6810,325199,"Perfume materials (i.e., basic synthetic chemicals, such as terpineol) manufacturing",34,65280.0,2,0,0,0,0,0,0,0,0,0,0,0,0,62772,1.0,2,2016,10/17/2017 8:58:00,
18300,Arkema Inc.,Arkema Inc. Houston Plant,,2231 Haden Road,Houston,TX,77015,325199,Organo-inorganic compound manufacturing,86,183513.0,2,0,0,0,0,0,0,0,0,0,0,0,0,64422,1.0,2,2016,10/17/2017 16:46:00,
19337,Emery Oleochemicals LLC,Emery Oleochemicals LLC,,4900 Este Ave,Cincinnati,OH,45232,325199,"Fatty acids (e.g., margaric, oleic, stearic) manufacturing",302,634200.0,1,0,2,3,3,8,58,7,0,0,1,0,0,63589,1.0,3,2016,10/19/2017 12:43:00,
19399,Innovative Chemical Technologies,ICT Riverside,,8 Riverside Drive,Cartersville,GA,30120,325199,Organo-inorganic compound manufacturing,28,57344.0,2,0,0,0,0,0,0,0,0,0,0,0,0,65733,1.0,2,2016,10/19/2017 14:00:00,
20159,KMG,KMG Electronic Chemicals - Pueblo,,250 William White Blvd.,Pueblo,CO,61001,325180,Sulfuric acid manufacturing,84,180163.0,1,0,0,1,0,0,28,1,0,0,0,0,0,62187,1.0,2,2016,10/23/2017 10:46:00,
20265,Cabot Corporation,Cabot-Ville Platte,,2066 Cabot Road,Ville Platte,LA,70586,325180,Carbon black manufacturing,88,178448.0,2,0,0,0,0,0,0,0,0,0,0,0,0,66938,1.0,2,2016,10/23/2017 13:49:00,
20453,Veolia,Fort Hill,,11215 Brower Road,North Bend,OH,45052,325180,Sulfuric acid manufacturing,30,13517.0,2,0,0,0,0,0,0,0,0,0,0,0,0,67206,1.0,2,2016,10/24/2017 8:36:00,
20986,"Madison Industries, Inc.","Madison Industries, Inc.",,554 Water Works Road,Old Bridge,NJ,8857,325180,"Zinc compounds, not specified elsewhere by process, manufacturing",89,184453.0,1,0,0,3,1,0,45,2,0,0,2,0,0,63743,1.0,2,2016,10/24/2017 14:12:00,
21009,,"Old Bridge Chemicals, Inc.",,554 Water Works Road,Old Bridge,NJ,8857,325180,Copper sulfate manufacturing,41,126399.0,1,0,1,5,3,50,62,9,0,0,0,0,0,67801,1.0,2,2016,10/24/2017 14:29:00,
21114,"The Chemours Company FC, LLC","The Chemours Company FC, LLC - Chambers Works",,67 Canal Road,Deepwater,NJ,8023,325199,Organo-inorganic compound manufacturing,401,1038300.0,1,0,0,1,0,0,95,1,0,0,0,0,0,67882,1.0,3,2016,10/24/2017 15:44:00,
