id,company_name,establishment_name,ein,street_address,city,state,zip_code,naics_code,industry_description,annual_average_employees,total_hours_worked,no_injuries_illnesses,total_deaths,total_dafw_cases,total_djtr_cases,total_other_cases,total_dafw_days,total_djtr_days,total_injuries,total_poisonings,total_respiratory_conditions,total_skin_disorders,total_hearing_loss,total_other_illnesses,establishment_id,establishment_type,size,year_filing_for,created_timestamp,change_reason
1756115,John Bean Technologies Corporation,John Bean Technologies Corporation - California,911650317.0,"1660 Iowa Avenue, Suite 100",RIVERSIDE,CA,92507,325199,"Fatty acids (e.g., margaric, oleic, stearic) manufacturing",100,204613.0,1,0,0,1,0,0,20,1,0,0,0,0,0,450072,1.0,2,2022,1/5/2023,
1756195,NE Nitro Geneva LLC,NE Nitro Geneva LLC,862649149.0,2240 R Street,Geneva,NE,68361,325311,Anhydrous ammonia manufacturing,36,70579.0,2,0,0,0,0,0,0,0,0,0,0,0,0,802231,1.0,2,2022,1/5/2023,
1756353,Shell Catalyst & Technologies,Shell Catalyst and Technology Lp -Port Allen,222869708.0,Shell Catalyst & Technologies Lp,"1699 Catalyst Dr, Port Allen",LA,70767,325180,"Nickel compounds, not specified elsewhere by process, manufacturing",95,179138.0,2,0,0,0,0,0,0,0,0,0,0,0,0,563476,1.0,2,2022,1/5/2023,
1756513,Dover Chemical Corporation,Dover Chemical Corporation,391205755.0,3676 Davis Road N.W.,Dover,OH,44622,325199,Organo-inorganic compound manufacturing,168,367541.0,1,0,2,1,2,77,82,5,0,0,0,0,0,260187,1.0,2,2022,1/5/2023,
1756659,Nouryon,Nouryon,600246350.0,485 Cedar Springs Road,Salisbury,NC,28147,325199,"Carbon organic compounds, not specified elsewhere by process, manufacturing",101,131682.0,2,0,0,0,0,0,0,0,0,0,0,0,0,571970,1.0,2,2022,1/5/2023,
1760094,MilliporeSigma,"Aldrich-APL, LLC",431050617.0,1302 W Anthony Drive,Urbana,IL,61802,325180,Iodides manufacturing,23,40890.0,1,0,1,1,0,3,15,2,0,0,0,0,0,654083,1.0,2,2022,1/6/2023,
1760146,PALM COMMODITIES INTERNATIONAL LLC,PALM,901032085.0,1289 BRIDGESTONE PKWY,LAVERGNE,TN,37086,325180,"Nickel compounds, not specified elsewhere by process, manufacturing",45,65771.0,2,0,0,0,0,0,0,0,0,0,0,0,0,101198,1.0,2,2022,1/6/2023,
1760187,"RussTech, Inc.",RussTech - RP,610674047.0,6200 Cane Run Road,Louisville,KY,40258,325199,Organo-inorganic compound manufacturing,5,9907.0,1,0,0,1,0,0,80,1,0,0,0,0,0,917432,1.0,2,2022,1/6/2023,
1760756,Novastar LP,Novastar LP,752618852.0,2104 Mulberry Ln,Midland,TX,79706,325199,"Accelerators (i.e., basic synthetic chemical) manufacturing",38,83800.0,2,0,0,0,0,0,0,0,0,0,0,0,0,419953,1.0,2,2022,1/6/2023,
1760862,Shin-Etsu MicroSi,Shin-Etsu MicroSi,742552413.0,10028 S 51st St,Phoenix,AZ,85044,325199,"Carbon organic compounds, not specified elsewhere by process, manufacturing",40,75751.0,1,0,0,0,1,0,0,1,0,0,0,0,0,550689,1.0,2,2022,1/8/2023,
1760918,Eau Claire Cooperative Oil Company,Eau Claire Cooperative Oil Company,390255640.0,4970 Kane Rd,Eau Claire,WI,54703,325314,Nitrogenous fertilizers made by mixing purchased materials,160,289108.0,1,0,1,2,2,113,17,5,0,0,0,0,0,199858,1.0,2,2022,1/9/2023,
1761021,"Reaxis, Inc.",Reaxis Inc (McDonald),251711073.0,941 Robinson Hwy,McDonald,PA,15057,325180,Sodium aluminate manufacturing,37,68500.0,1,0,1,0,2,5,0,2,0,0,0,0,1,917721,1.0,2,2022,1/9/2023,
1761039,Reaxis Inc,Reaxis Inc,251711073.0,"2120 William Pitt Way Building B-11, B-3",Pittsburgh,PA,15238,325180,Sodium aluminate manufacturing,14,26879.0,2,0,0,0,0,0,0,0,0,0,0,0,0,917733,1.0,2,2022,1/9/2023,
1761472,Jiffy Products of America,Jiffy Lorain,363364880.0,"5401 Baumhart Rd., Suite B",Lorain,OH,44053,325314,Mixing purchased fertilizer materials,55,109982.0,1,0,2,0,0,16,0,2,0,0,0,0,0,102212,1.0,2,2022,1/9/2023,
1761559,"Centauri Technologies, LP","Centauri Technologies, LP",760481358.0,5200 Underwood Rd.,Pasadena,TX,77507,325199,"Perfume materials (i.e., basic synthetic chemicals, such as terpineol) manufacturing",41,95254.0,1,0,0,0,1,0,0,1,0,0,0,0,0,163408,1.0,2,2022,1/9/2023,
1761623,R. T. Vanderbilt Holding Company,"Vanderbilt Chemicals, LLC Murray Division",461031856.0,396 Pella way,Murray,KY,42071,325199,Organo-inorganic compound manufacturing,97,208694.0,1,0,2,0,1,88,0,3,0,0,0,0,0,543749,1.0,2,2022,1/9/2023,
1761627,Albemarle Corporation,Albemarle Process Development Center,541692118.0,1201 Gulf States Rd,Baton Rouge,LA,70805,325199,Organo-inorganic compound manufacturing,108,213319.0,2,0,0,0,0,0,0,0,0,0,0,0,0,450251,1.0,2,2022,1/9/2023,
1761703,Fermworx,Fermworx,461478899.0,6906 Dixie St,Columbus     6906 Dixie St,GA,31097,325199,"Enzyme proteins (i.e., basic synthetic chemicals) (except pharmaceutical use) manufacturing",50,132294.0,1,0,0,0,2,0,0,1,0,0,0,0,1,917942,1.0,2,2022,1/9/2023,
1761926,"DDP Specialty Electronics, LLC",Dupont Michigan Operations - HIMS Plant,4540.0,1635 N . Gleaner,Hemlock,MI,48626,325199,"Natural nonfood coloring, manufacturing",225,371989.0,2,0,0,0,0,0,0,0,0,0,0,0,0,667775,1.0,2,2022,1/9/2023,
1761978,Birla Carbon USA,Birla Carbon USA Hickok Plant,133230278.0,3500 S Road S,Ulysses,KS,67880,325180,Carbon black manufacturing,51,86400.0,2,0,0,0,0,0,0,0,0,0,0,0,0,651490,1.0,2,2022,1/9/2023,
1762014,"Arclin USA, LLC",Arclin Dodson La.,800633765.0,344 Tannehill road,Dodson,LA,71422,325199,Formaldehyde manufacturing,32,68602.0,2,0,0,0,0,0,0,0,0,0,0,0,0,50238,1.0,2,2022,1/9/2023,
1762018,"Faci USA Industrial, Inc","Faci USA Industrial, Inc",30520948.0,1912 Kurth Drive,Lufkin,TX,75904,325199,Stearic acid salts manufacturing,24,49920.0,2,0,0,0,0,0,0,0,0,0,0,0,0,918002,1.0,2,2022,1/9/2023,
1762019,,"Technology Solutions : MT PLEASANT2,TN",,7910 Mt. Joy Rd,Mt. Pleasant,TN,38474,325199,,107,244570.0,1,0,0,0,1,0,0,0,0,0,0,0,1,918042,1.0,2,2022,1/9/2023,
1762028,"Nyacol Nano Technologies, Inc.","Nyacol Nano Technologies, Inc.",42719688.0,211 Megunko Road,Ashland,MA,1721,325180,Antimony oxide (except pigments) manufacturing,25,38937.0,2,0,0,0,0,0,0,0,0,0,0,0,0,286299,1.0,2,2022,1/9/2023,
1762183,,"Avantor Performance Materials, LLC",,2290 Ave A,Bethlehem,PA,18017,325180,"Chlorine compounds, not specified elsewhere by process, manufacturing",25,49515.0,2,0,0,0,0,0,0,0,0,0,0,0,0,641855,1.0,2,2022,1/9/2023,
1762597,Nouryon,"Nouryon Surface Chemistry, LLC",,8005 N Tabler Rd,Morris,IL,60450,325199,Acrylonitrile manufacturing,105,333508.0,1,0,3,0,0,367,0,3,0,0,0,0,0,881657,1.0,2,2022,1/9/2023,
1763392,"SOLUGEN, INC.","SOLUGEN, INC.",,14549 Minnetta,Houston,TX,77035,325199,"Natural nonfood coloring, manufacturing",174,248507.0,2,0,0,0,0,0,0,0,0,0,0,0,0,917426,1.0,2,2022,1/9/2023,
1763814,Westlake Chemical,Westlake Chemical South,359789434.0,1300 PPG Drive,Lake Charles,LA,70669,325180,"Chlorine compounds, not specified elsewhere by process, manufacturing",1037,2035757.0,1,0,3,1,1,35,14,5,0,0,0,0,0,641571,1.0,3,2022,1/10/2023,
1763934,W.R. Grace,W.R. Grace East Chicago Indiana,135114230.0,5215 Kennedy Ave.,East Chicago,IN,46312,325180,"Sodium silicate (i.e., water glass) manufacturing",55,136680.0,1,0,0,0,4,0,0,4,0,0,0,0,0,83584,1.0,2,2022,1/10/2023,
1764012,Honeywell International,Honeywell Muskegon Facility,222640650.0,1953 South Harvey Street,Muskegon,MI,49442,325199,"Carbon organic compounds, not specified elsewhere by process, manufacturing",80,164226.0,1,0,0,1,1,0,6,2,0,0,0,0,0,799369,1.0,2,2022,1/10/2023,
1764224,Complex Chemical Co. Inc.,Complex Chemical Co. Inc.,141865385.0,177 COMPLEX CHEMICAL RD,Tallulah,LA,71282,325199,Ethylene glycol manufacturing,131,310163.0,1,0,1,0,2,5,131,3,0,0,0,0,0,918944,1.0,2,2022,1/10/2023,
1764561,Verdesian Life Sciences,Verdesian Life Sciences,521216995.0,5566 Nash Rd,Cape Girardeau,MO,63701,325314,"Fertilizers, mixed, made in plants not manufacturing fertilizer materials",120,287000.0,1,0,4,1,2,52,432,5,0,0,1,0,1,902088,1.0,2,2022,1/10/2023,
1764650,Gulbrandsen Chemicals,Gulbrandsen Chemicals - Orangeburg Facility,,183 Gulbrandsen Road,Orangeburg,SC,29115,325180,"Aluminum compounds, not specified elsewhere by process, manufacturing",114,342288.0,2,0,0,0,0,0,0,0,0,0,0,0,0,106161,1.0,2,2022,1/10/2023,
1764677,Gulbrandsen,Gulbrandsen Chemicals - LaPorte Facility,,9365 Strang Road,LaPorte,TX,77571,325180,"Aluminum compounds, not specified elsewhere by process, manufacturing",8,16564.0,2,0,0,0,0,0,0,0,0,0,0,0,0,106153,1.0,1,2022,1/10/2023,
1764838,"South Plains Compost, Inc.","South Plains Compost, Inc.",751687689.0,5407 Slaton Hwy,Slaton,TX,79364,325314,Compost manufacturing,67,202800.0,1,0,0,0,1,0,0,1,0,0,0,0,0,675610,1.0,2,2022,1/10/2023,
1764966,Ag Processing Inc.,Ag Processing Inc,,900 Lower Lake Road,St. Joseph,MO,64504,325199,"Esters, not specified elsewhere by process, manufacturing",28,59255.0,1,0,0,0,1,0,0,0,0,1,0,0,0,798042,1.0,2,2022,1/10/2023,
1765870,Cyalume Specialty Products,Cyalume Specialty Products - Bound Brook Site,,100 West Main Street,Bound Brook (Somerset),NJ,8805,325199,Organo-inorganic compound manufacturing,30,55006.0,2,0,0,0,0,0,0,0,0,0,0,0,0,919496,1.0,2,2022,1/10/2023,
1765999,"Norwest Ingredients, llc.",Norwest Ingredients LLC.,912020914.0,5314 Road 13.9 Southwest,Royal City,WA,99357,325199,"Essential oils, synthetic, manufacturing",21,37512.0,2,0,0,0,0,0,0,0,0,0,0,0,0,648925,1.0,2,2022,1/10/2023,
1766066,Kemira Chemicals Inc.,Kemira Chemicals Inc.,10598941.0,1 Cyanamid Rd,Mobile,AL,36610,325199,Organo-inorganic compound manufacturing,80,172874.0,2,0,0,0,0,0,0,0,0,0,0,0,0,545243,1.0,2,2022,1/10/2023,
1766076,Fuji Silysia Chemical,"Fuji Silysia Chemical USA, Ltd",562116206.0,1215 Sugg Parkway,Greenville,NC,27834,325180,"Sodium silicate (i.e., water glass) manufacturing",29,55282.0,1,0,3,0,0,5,13,3,0,0,0,0,0,270698,1.0,2,2022,1/10/2023,
1766292,Huntsman Petrochemical LLC,Huntsman Conroe Texas,581594518.0,5451 Jefferson Chemical Road,Conroe,TX,77301,325199,Organo-inorganic compound manufacturing,180,379997.0,2,0,0,0,0,0,0,0,0,0,0,0,0,566401,1.0,2,2022,1/10/2023,
1766444,INEOS Nitriles USA LLC,INEOS Nitriles USA LLC Lima,371783404.0,1900 Fort Amanda Road,Lima,OH,45804,325199,Acrylonitrile manufacturing,112,236678.0,2,0,0,0,0,0,0,0,0,0,0,0,0,543013,1.0,2,2022,1/11/2023,
1766626,Eastman Chemical Corporation,Eastman Specialties Corporation,262017790.0,10380 Worton Rd,Chestertown,MD,21620,325199,"Plasticizers (i.e., basic synthetic chemicals) manufacturing",51,96778.0,1,0,1,0,0,8,0,1,0,0,0,0,0,305135,1.0,2,2022,1/11/2023,
1766802,Toyota Tsusho Corporation,"Deepwater Chemicals, Inc.",133853803.0,196122 East County Road 40,Woodward,OK,73801,325180,Iodides manufacturing,32,66032.0,1,0,1,0,0,20,0,1,0,0,0,0,0,104804,1.0,2,2022,1/11/2023,
1766986,Leslie Pool Supply,Stellar Manufacturing LLC,371769819.0,1647 Sauget Business Blvd,Sauget,IL,62206,325180,"Bleaching agents, inorganic, manufacturing",155,302560.0,1,0,1,1,0,26,22,2,0,0,0,0,0,918058,1.0,2,2022,1/11/2023,
1767006,The Valley Fertilizer & Chemical Company Inc,The Valley Fertilizer & Chemical Company Inc,540415185.0,201 Valley Rd,Mt Jackson,VA,22842,325314,Mixing purchased fertilizer materials,33,61990.0,1,0,0,1,0,0,29,1,0,0,0,0,0,919957,1.0,2,2022,1/11/2023,
1767051,BleachTech LLC,BleachTech LLC,161617950.0,350 Ryan Road,Seville,OH,44273,325180,Sodium arsenite (except insecticides) manufacturing,40,54091.0,1,0,1,0,2,1,0,2,0,1,0,0,0,798055,1.0,2,2022,1/11/2023,
1767097,"Florida Fertilizer Co., Inc","Florida Fertilizer Co., Inc",,194 Will Duke Rd,"Wauchula,",FL,33873,325314,Mixing purchased fertilizer materials,22,43528.0,1,0,0,1,0,0,15,1,0,0,0,0,0,186753,1.0,2,2022,1/11/2023,
1767098,3V Sigma USA INC,3V Sigma USA INC,510228853.0,888 Woodstock Street,Georgetown,SC,29440,325199,Organo-inorganic compound manufacturing,171,312535.0,1,0,0,0,1,0,0,1,0,0,0,0,0,667263,1.0,2,2022,1/11/2023,
1767600,"DDP Specialty Electronics, LLC",DuPont Michigan Operations - Midland Plant,4533.0,3400 South Saginaw Road Unit 96,Midland,MI,48640,325199,"Natural nonfood coloring, manufacturing",366,836630.0,1,0,0,0,1,0,0,1,0,0,0,0,0,566108,1.0,3,2022,1/11/2023,
1767648,"Indorama Ventures Oxides, LLC","Indorama Ventures Oxides, LLC",,2701 Spur 136,Port Neches,TX,77651,325199,Oleic acid esters manufacturing,607,1408808.0,2,0,0,0,0,0,0,0,0,0,0,0,0,52461,1.0,3,2022,1/11/2023,
1767841,Pilot Industries of Texas,Houston,132579078.0,11623 N. Houston-Rosslyn Road,Houston,TX,77086,325199,Organo-inorganic compound manufacturing,33,67031.0,1,0,0,0,1,0,0,1,0,0,0,0,0,615522,1.0,2,2022,1/11/2023,
1767852,Church & Dwight Co. Inc.,Old Fort Plant,134996950.0,2501 East CR 34,Old Fort,OH,44861,325180,Sodium bicarbonate manufacturing,263,641844.0,1,0,1,0,1,42,0,2,0,0,0,0,0,128299,1.0,3,2022,1/11/2023,
1767901,Dulany Industries,Dulany Industries - Wilbara,582552457.0,4620 Highway 421 North,Wilmington,NC,28401,325180,Sulfuric acid manufacturing,25,52489.0,2,0,0,0,0,0,0,0,0,0,0,0,0,55406,1.0,2,2022,1/11/2023,
1768151,Woodward Iodine Corp.,Woodward Iodine Corp.,731221388.0,205865 ECR 32,Woodward,OK,73801,325180,"Iodine, crude or resublimed, manufacturing",29,58609.0,2,0,0,0,0,0,0,0,0,0,0,0,0,299470,1.0,2,2022,1/11/2023,
1768204,Southern Ionics Incorporated,SII Chickasaw,630800759.0,1100 Viaduct Road North,Chickasaw,AL,36611,325180,Aluminum sulfate manufacturing,25,51977.0,2,0,0,0,0,0,0,0,0,0,0,0,0,63050,1.0,2,2022,1/11/2023,
1768205,Southern Ionics Incorporated,SII Lake Charles,630800759.0,1697 Davison Road,Carlyss,LA,70665,325180,Aluminum sulfate manufacturing,30,65889.0,2,0,0,0,0,0,0,0,0,0,0,0,0,63051,1.0,2,2022,1/11/2023,
1768206,Southern Ionics Incorporated,SII Pasadena,630800759.0,12901 Bay Park Road,Pasadena,TX,77507,325180,Sodium aluminate manufacturing,73,150008.0,1,0,0,0,1,0,0,1,0,0,0,0,0,139619,1.0,2,2022,1/11/2023,
1768207,Southern Ionics Inc - Baton Rouge South,SII Baton Rouge South,630800759.0,1250 Neosho Avenue,Baton Rouge,LA,70802,325180,Sodium thiosulfate manufacturing,20,40665.0,1,0,0,1,0,0,25,1,0,0,0,0,0,63047,1.0,1,2022,1/11/2023,
1768208,Southern Ionics Incorporated,SII Tuscaloosa,630800759.0,5410 Reichhold Road,Tuscaloosa,AL,35404,325180,"Sulfur and sulfur compounds, not specified elsewhere by process, manufacturing",29,58393.0,1,0,0,1,1,0,47,2,0,0,0,0,0,139512,1.0,2,2022,1/11/2023,
1768316,Honeywell Electronic Chemicals LLC,Honeywell Electronic Chemicals LLC,,6200 Mumford Rd,Bryan,TX,77807,325180,Hydrofluoric acid manufacturing,1,72660.0,2,0,0,0,0,0,0,0,0,0,0,0,0,915257,1.0,2,2022,1/11/2023,
1768347,Terra International LLC.,Terra International LLC.,421321208.0,1000 Terra Dr.,"Woodward, OK",OK,73801,325311,"Ammonia, anhydrous and aqueous, manufacturing",164,335201.0,1,0,0,0,1,0,0,1,0,0,0,0,0,290982,1.0,2,2022,1/11/2023,
1768548,"Liquid Minerals Group, Ltd.","Liquid Minerals Group, Ltd.",813739925.0,37 FM 2793,Huntsville,TX,77340,325180,"Magnesium compounds, not specified elsewhere by process, manufacturing",21,40228.0,2,0,0,0,0,0,0,0,0,0,0,0,0,591339,1.0,2,2022,1/11/2023,
1769238,Elkem Silicones USA Corp.,Elkem Silicones Advanced Specialties,651296154.0,1616 Timberland Ct,York,SC,29745,325199,Silicone (except resins) manufacturing,9,17284.0,1,0,0,1,0,0,8,1,0,0,0,0,0,920727,1.0,1,2022,1/12/2023,
1769248,Elementis Global,Elementis SRL,412209403.0,15 Big Pond Rd,Huguenot,NY,12746,325180,"Aluminum compounds, not specified elsewhere by process, manufacturing",105,180901.0,2,0,0,0,0,0,0,0,0,0,0,0,0,651696,1.0,2,2022,1/12/2023,
1769253,Si Group,SI Group - Newport,141041790.0,380 Chemwood Dr.,Newport,TN,37821,325199,"Plasticizers (i.e., basic synthetic chemicals) manufacturing",43,81414.0,2,0,0,0,0,0,0,0,0,0,0,0,0,918472,1.0,2,2022,1/12/2023,
1769324,"HELM Fertilizer Terminal, Inc.",HELM Fertilizer Terminal,,1421 Channel Avenue,Memphis,TN,38113,325314,Mixing purchased fertilizer materials,20,44011.0,2,0,0,0,0,0,0,0,0,0,0,0,0,905164,1.0,2,2022,1/12/2023,
1769438,Incoa Performance Minerals,INCOA Performance Minerals,320532713.0,7730 Deer Creek Rd,Theodore,AL,36582,325180,"Calcium inorganic compounds, not specified elsewhere by process, manufacturing",55,111351.0,2,0,0,0,0,0,0,0,0,0,0,0,0,851510,1.0,2,2022,1/12/2023,
1769467,CF Industries Nitrogen LLC,"Donaldsonville, LA Complex",640354930.0,39018 Hwy 3089,Donaldsonville,LA,70346,325311,Nitrogenous fertilizer materials manufacturing,525,1102543.0,1,0,0,4,0,0,261,4,0,0,0,0,0,82681,1.0,3,2022,1/12/2023,
1769495,,Evonik Corporation,,8300 W Route 24,Mapleton,IL,61547,325199,"Acids, organic, not specified elsewhere by process, manufacturing",151,322621.0,1,0,3,3,1,18,68,7,0,0,0,0,0,800814,1.0,2,2022,1/12/2023,
1770157,55-0787999,Sepax Technologies Inc,,"5 Innovation Way, Delaware Technology Park",Newark,DE,19711,325199,Organo-inorganic compound manufacturing,65,129300.0,2,0,0,0,0,0,0,0,0,0,0,0,0,919411,1.0,2,2022,1/12/2023,
1770352,"Shin-Etsu Silicones of America, Inc.","Shin-Etsu Silicones of America, Inc. Damar",954015700.0,1150 Damar Drive,Akron,OH,44305,325199,Silicone (except resins) manufacturing,89,186859.0,1,0,1,0,2,180,0,2,0,0,0,1,0,407459,1.0,2,2022,1/12/2023,
1770356,"Shin-Etsu Silicones of America, Inc.","Shin-Etsu Silicones of America, Inc. Evans 1",954015700.0,1030 Evans Ave,Akron,OH,44305,325199,Silicone (except resins) manufacturing,54,114312.0,2,0,0,0,0,0,0,0,0,0,0,0,0,567104,1.0,2,2022,1/12/2023,
1770372,"Shin-Etsu Silicones of America, Inc.","Shin-Etsu Silicones of America, Inc. Evans 2",954015700.0,963 Evans Ave,Akron,OH,44305,325199,Silicone (except resins) manufacturing,32,74440.0,1,0,0,1,1,0,13,1,0,0,0,1,0,567114,1.0,2,2022,1/12/2023,
1771103,"Vigon International, Inc.",Vigon International,,127 Airport Road,East Stroudsburg,PA,18301,325199,"Bleaching agents, organic, manufacturing",114,209547.0,1,0,0,0,1,0,0,1,0,0,0,0,0,810965,1.0,2,2022,1/12/2023,
1771142,Evonik Industries,Evonik Superabsorber LLC,630673043.0,2401 Doyle Street,Greensboro,NC,27406,325199,"Sodium organic compounds, not specified elsewhere by process, manufacturing",168,348375.0,2,0,0,0,0,0,0,0,0,0,0,0,0,116712,1.0,2,2022,1/12/2023,
1771216,"Newlight Technologies, Inc.","Newlight Technologies, Inc.",,14382 Astronautics Ln.,Huntington Beach,CA,92647,325199,"Natural nonfood coloring, manufacturing",200,346505.0,1,0,0,1,1,0,44,2,0,0,0,0,0,798843,1.0,2,2022,1/12/2023,
1772040,PMC Organometallix,PMC Organometallix Carrollton Plant,,2316 Highland Avenue,Carrollton,KY,41008,325180,Stannic and stannous chloride manufacturing,185,394235.0,1,0,3,1,0,81,22,4,0,0,0,0,0,44432,1.0,2,2022,1/13/2023,
1772774,BLEACHTECH LLC,BLEACHTECH LLC,161617950.0,2020 Bessemer Rd,Petersburg,VA,23805,325180,"Sodium hydroxide (i.e., caustic soda) manufacturing",33,56001.0,2,0,0,0,0,0,0,0,0,0,0,0,0,921414,1.0,2,2022,1/13/2023,
1772797,"Bulloch Fertilizer Co., Inc.","Bulloch Fertilizer Co., Inc.",,205 West Main Street,Statesboro,GA,30458,325314,"Fertilizers, mixed, made in plants not manufacturing fertilizer materials",22,42747.0,2,0,0,0,0,0,0,0,0,0,0,0,0,272486,1.0,2,2022,1/13/2023,
1773049,AGC Electronics America,AGC Electronics America,251059306.0,4375 NE 59th Ave,Hillsboro,OR,97124,325180,Radium chloride manufacturing,149,329136.0,1,0,3,2,1,16,13,6,0,0,0,0,0,546581,1.0,2,2022,1/13/2023,
1773400,Galata Chemicals,Galata Chemicals,,471 Highway 3142,Hahnville,LA,70057,325199,Oleic acid esters manufacturing,95,223377.0,1,0,1,0,0,93,0,1,0,0,0,0,0,922028,1.0,2,2022,1/13/2023,
1773485,Clariant Corporation,Clariant Corporation South,561356629.0,4900 Crittenden Drive,Louisville,KY,40209,325180,Carbon inorganic compounds manufacturing,80,161612.0,2,0,0,0,0,0,0,0,0,0,0,0,0,799094,1.0,2,2022,1/13/2023,
1773487,Clariant Corporation,Clariant Corporation Hill St.,561356629.0,1600 West Hill Street,Louisville,KY,40210,325180,Carbon inorganic compounds manufacturing,96,205321.0,2,0,0,0,0,0,0,0,0,0,0,0,0,799092,1.0,2,2022,1/13/2023,
1773543,"YS, Inc.","YS, Inc. Fort Payne Facility",630828899.0,6001 Gault Ave North,Fort Payne,AL,35967,325180,"Copper compounds, not specified elsewhere by process, manufacturing",15,28800.0,1,0,1,0,0,68,0,1,0,0,0,0,0,778790,1.0,1,2022,1/13/2023,
1773484,Clariant Corporation,Clariant Corporation West,561356629.0,1227 South 12th Street,Louisville,KY,40210,325180,Carbon inorganic compounds manufacturing,217,443230.0,1,0,2,1,2,97,74,3,0,0,2,0,0,798938,1.0,2,2022,1/13/2023,"Accidentally labeled one as RD instead of LTA (for internal company metrics, was not considered LTA due to work-relatedness concerns). Corrected within minutes of initial submission. We are counting as OSHA LTA out of an abundance of proactivity."
1773637,Birla Carbon USA,Marietta HQ Technology Center,133230278.0,1800 West Oak Commons Court,Marietta,GA,30062,325180,Carbon black manufacturing,131,300573.0,2,0,0,0,0,0,0,0,0,0,0,0,0,157149,1.0,2,2022,1/13/2023,
1773840,"Koch Fertilizer Fort Dodge, LLC",Koch Fertilizer Fort Dodge,,3162 200th St.,Duncombe,IA,50532,325311,"Ammonia, anhydrous and aqueous, manufacturing",73,163287.0,1,0,0,1,1,0,27,2,0,0,0,0,0,921979,1.0,2,2022,1/13/2023,
1773970,SOLVAY,SOLVAY FLUORIDES,61433584.0,3500 MISSOURI AVE,EAST ST. LOUIS,IL,62205,325180,Hydrofluoric acid manufacturing,29,59291.0,2,0,0,0,0,0,0,0,0,0,0,0,0,797459,1.0,2,2022,1/13/2023,
1774154,GEO Specialty Chemicals,GEO Specialty Chemicals - Deer Park,341708689.0,739 Independence Parkway South,Deer Park,TX,77536,325199,"Sugar substitutes (i.e., synthetic sweeteners blended with other ingredients) made in synthetic sweetener establishments",57,119143.0,1,0,0,0,1,0,0,1,0,0,0,0,0,233269,1.0,2,2022,1/13/2023,
